script	ref	ground
MỘT LÀ GẶP LẠI TẤT CẢ CÁC EM PHÒ	VIVOSSPK01_R034	VIVOSSPK01_T015
HAI LÀ CÓ THÊM HAI NGUYỆN VỌNG NỮA	VIVOSSPK01_T038	VIVOSSPK01_T016
NHỮNG SAI LẦM KHI ĐI CHỌN KHÁCH SẠN	VIVOSSPK01_T026	VIVOSSPK01_T018
HAY LÀ QUÁ LẮM RỒI	VIVOSSPK01_R005	VIVOSSPK01_T022
TÔI CHẾT CÙNG VỚI ÁNH TRĂNG	VIVOSSPK01_T034	VIVOSSPK01_T024
ANH NHỚ VỀ SỚM MUA ĐỒ CHO EM	VIVOSSPK01_T027	VIVOSSPK01_T025
ĐỪNG LA CÀ ĐÂU ĐẤY	VIVOSSPK01_R189	VIVOSSPK01_T026
ĐÀN ÔNG CÓ HAI THỨ ĐỂ BUỒN	VIVOSSPK01_R158	VIVOSSPK01_T027
ĐÀN BÀ CHỈ CẦN MỘT THỨ	VIVOSSPK01_R007	VIVOSSPK01_T028
ANH ĐI CÔNG TÁC CẦN THƠ TUẦN SAU MỚI VỀ	VIVOSSPK01_R110	VIVOSSPK01_T029
XIN LỖI TÔI KHÔNG KIỀM CHẾ ĐƯỢC	VIVOSSPK01_R017	VIVOSSPK01_T030
CAM SÀNH LỘT VỎ CÒN CHUA	VIVOSSPK01_R169	VIVOSSPK01_T032
THẤY EM CÒN NHỎ ANH CUA ĐỂ DÀNH	VIVOSSPK01_R072	VIVOSSPK01_T033
MAI SAO EM LỚN BẰNG ANH	VIVOSSPK01_T038	VIVOSSPK01_T034
ANH KHEN EM ĐẸP EM CHÊ ANH GIÀ	VIVOSSPK01_R010	VIVOSSPK01_T035
BẢN TIN THỜI SỰ CHIỀU NAY ĐẾN ĐÂY LÀ HẾT	VIVOSSPK01_R080	VIVOSSPK01_T036
XIN MỜI QUÝ KHÁCH VÀO TRONG	VIVOSSPK01_R065	VIVOSSPK01_T037
CÁC ANH THẤY MẤY EM NÀY VỪA MẮT KHÔNG	VIVOSSPK01_R043	VIVOSSPK01_T038
CHIỀU NAY CHẮC CÓ MƯA	VIVOSSPK01_R149	VIVOSSPK01_T039
ĐỘI TUYỂN VIỆT NAM ĐÁ NHƯ BỆNH	VIVOSSPK01_R031	VIVOSSPK01_T040
ANH CÓ MUỐN THƯ GIÃN KHÔNG	VIVOSSPK01_R113	VIVOSSPK01_T041
BA NÀY CHỈ GIỎI BỐC PHÉT	VIVOSSPK01_T036	VIVOSSPK01_T044
GIÀU ĐỔI BẠN SANG ĐỔI VỢ	VIVOSSPK01_R016	VIVOSSPK01_T045
TUI BIẾT BÀ GIỎI RỒI	VIVOSSPK01_R113	VIVOSSPK01_T048
HẾT TUẦN NÀY TAO VỀ RƯỚC NÓ ĐI	VIVOSSPK01_R087	VIVOSSPK01_T049
ÁN MẠNG TRÊN TOA TÀU TỐC HÀNH	VIVOSSPK01_R073	VIVOSSPK01_T050
ĐẤY LÀ NHỮNG NƠI DỄ BÀY RA ĐỦ LỰA CHỌN HÀO NHOÁNG	VIVOSSPK02_R165	VIVOSSPK02_R001
SAU MỘT ĐỢT MƯA ĐÊM	VIVOSSPK02_R170	VIVOSSPK02_R002
VIỆC GIỮ GÌN VÓC DÁNG	VIVOSSPK02_T031	VIVOSSPK02_R003
TÌM ÔNG NGUYỄN ĐỨC BỊ MÓP TRÁN TÂM THẦN	VIVOSSPK02_T035	VIVOSSPK02_R004
LÀ VIỆC XÂY DỰNG Ý THỨC XEM PHIM HỢP PHÁP	VIVOSSPK02_R040	VIVOSSPK02_R005
ĐIỀU ẤN TƯỢNG NHẤT LÀ ANH NHÂN VIÊN MỚI NÀY KHÔNG THÍCH ĐI NHẬU	VIVOSSPK02_R118	VIVOSSPK02_R006
MÌNH MẨY TÔI TUY ĐAU ĐỚN	VIVOSSPK02_T036	VIVOSSPK02_R007
SỞ DĨ LÀN DA MƠN MỞN NHƯ TRÁI ĐÀO	VIVOSSPK02_R016	VIVOSSPK02_R008
CHIẾC VÓ BÈ TỪ TỪ NỔI LÊN	VIVOSSPK02_R166	VIVOSSPK02_R009
CŨNG CÓ NHIỀU RỦI RO BỊ BỆNH NÀY LUÔN	VIVOSSPK02_R199	VIVOSSPK02_R010
XẢY NGHE TỪ MỘT TRẠI GIAM CÓ TIẾNG LÊN DÂY ĐỜN CÒ	VIVOSSPK02_R071	VIVOSSPK02_R011
TUY NHIÊN VIỆC NÂNG ĐƯỜNG PHẢI ĐƯỢC KẾT HỢP	VIVOSSPK02_R120	VIVOSSPK02_R012
VÀ TRỊNH CÔNG SƠN CÒN VẼ CẢ TRANH	VIVOSSPK02_R191	VIVOSSPK02_R013
CÓ NGƯỜI VÔ Ý ĐỂ CHUÔNG REO NĂM BẢY LẦN	VIVOSSPK02_R125	VIVOSSPK02_R014
VÀ CÁI ĐÒN GÁNH XUỐNG LAU CHÙI RẤT KĨ LƯỠNG	VIVOSSPK02_R186	VIVOSSPK02_R015
CHÚNG TA ĐANG ĐƯỢC NGHE KINH TẾ CỦA NHỮNG NƯỚC XUẤT KHẨU ĐANG XUỐNG DỐC	VIVOSSPK02_R001	VIVOSSPK02_R016
TUY CÒN NHỎ XÍU NHƯNG NÓ VẪN NGỜ NGỢ NHẬN RA RẰNG	VIVOSSPK02_R075	VIVOSSPK02_R017
BẤT ĐỒNG HAY TỊ NẠNH NỘI BỘ TRÌNH ĐỘ KHÔNG ĐỒNG ĐỀU	VIVOSSPK02_R081	VIVOSSPK02_R018
CỔNG THÔNG TIN ĐIỆN TỬ CHÍNH PHỦ	VIVOSSPK02_R199	VIVOSSPK02_R019
HOẶC TỰ ĐỘNG VỚI MÁY CẢM BIẾN	VIVOSSPK02_R144	VIVOSSPK02_R020
BỊ NHỮNG CÁNH TAY KHÔNG CÓ PHƯƠNG HƯỚNG MƠN TRỚN TRÊN NGƯỜI	VIVOSSPK02_R118	VIVOSSPK02_R021
CÓ KHI Ủ Ê CẢ NGÀY	VIVOSSPK02_R187	VIVOSSPK02_R022
MONG MUỐN ĐƯỢC TRẢ ĐŨA	VIVOSSPK02_R047	VIVOSSPK02_R023
TÔI KHÔNG CÓ NHỮNG TẤM BÌA ĐẸP MẮT	VIVOSSPK02_R022	VIVOSSPK02_R024
KHÔNG PHẢI LÀ NHỮNG VỈA HÈ TRỐNG HUẾCH TRỐNG HOÁC	VIVOSSPK02_R153	VIVOSSPK02_R025
SẼ KHÔNG BAO GIỜ CÓ THỂ HIỂU HẾT ĐƯỢC MỌI THỨ	VIVOSSPK02_R197	VIVOSSPK02_R026
TRONG KHI CA SĨ HÁT SAI	VIVOSSPK02_R042	VIVOSSPK02_R027
LÀ RÚT RỈA TIỀN CỦA BẠN CÀNG NHIỀU CÀNG TỐT	VIVOSSPK02_R018	VIVOSSPK02_R028
BẠN CÓ THỂ LƯU GIỮ CÁC TỆP TIN Ở MỌI NƠI	VIVOSSPK02_R171	VIVOSSPK02_R029
THƯỜNG CỨNG RẮN BỀ NGOÀI NHƯNG RẤT NHẠY CẢM	VIVOSSPK02_R038	VIVOSSPK02_R030
ỔNG CŨNG SẼ LÀM NHƯ THẾ ẤY Ở QUỐC HỘI	VIVOSSPK02_T045	VIVOSSPK02_R031
TÔI NẰM TRONG PHÒNG BỆNH Ở MỘT BỆNH VIỆN VÀ ĐANG RẤT ĐAU ĐỚN	VIVOSSPK02_R044	VIVOSSPK02_R032
ĐỂ NHÌN THẤY SỰ KHÔI HÀI	VIVOSSPK02_R092	VIVOSSPK02_R033
LÀ BẢN ÁN THỂ HIỆN ĐƯỢC TÍNH NGHIÊM MINH VÀ RĂN ĐE CAO	VIVOSSPK02_R108	VIVOSSPK02_R034
KHI CỘNG ĐỒNG XÃ HỘI LUÔN CÓ Ý THỨC BẢO VỆ CÁC CHUẨN MỰC	VIVOSSPK02_R172	VIVOSSPK02_R035
HỌ NÓI THẰNG CHẢ BẢNH TRAI MÀ THIẾU KHÍ PHÁCH ĐÀN ÔNG	VIVOSSPK02_R083	VIVOSSPK02_R036
MÀ ANH ĐÃ NHẬN TRONG TRẬN CHUNG KẾT	VIVOSSPK02_R057	VIVOSSPK02_R037
KHIẾN CHIẾC GHE BỊ TRÚNG NHIỀU MẢNH ĐẠN VÀ ANH BỊ THƯƠNG	VIVOSSPK02_R041	VIVOSSPK02_R038
VỚI HY VỌNG CÓ THỂ GỠ LẠI ĐỒNG TIỀN ĐÃ MẤT	VIVOSSPK02_T004	VIVOSSPK02_R039
Ở NHÀ CHỊ TRƯƠNG VŨ	VIVOSSPK02_R061	VIVOSSPK02_R040
BUỘC ANH PHẢI LÀM KHÁN GIẢ NHÌN ĐỒNG ĐỘI THI ĐẤU	VIVOSSPK02_R053	VIVOSSPK02_R041
DÒNG NƯỚC ĐEN SÌ ĐẶC QUÁNH BỐC LÊN	VIVOSSPK02_R173	VIVOSSPK02_R042
LUÔN TRÁNH ĐỂ KHÔNG GÂY RA RẮC RỐI	VIVOSSPK02_R092	VIVOSSPK02_R043
LŨ TRẺ CON BỊ CHA MẸ QUẲNG RA TRƯỚC THỀM NHÀ	VIVOSSPK02_T016	VIVOSSPK02_R044
SAU MỘT NĂM KỂ TỪ THỜI ĐIỂM KẾT THÚC ĐỢT PHÁT HÀNH	VIVOSSPK02_R148	VIVOSSPK02_R045
MÀ TƯ XẠO LÀ ÔNG GIÀ HAI NỔ	VIVOSSPK02_R137	VIVOSSPK02_R046
RẤT HỮU ÍCH TRONG TƯƠNG LAI	VIVOSSPK02_R061	VIVOSSPK02_R047
BỞI VÌ NẾU KHÔNG LÀM NHƯ VẬY	VIVOSSPK02_T010	VIVOSSPK02_R048
VÀ KHI BẠN ĐẶT RA TIÊU CHUẨN CHO MỘT ĐIỀU GÌ ĐÓ	VIVOSSPK02_R071	VIVOSSPK02_R049
SỮA BỘT DÀNH CHO TRẺ NHỎ	VIVOSSPK02_T016	VIVOSSPK02_R050
ĐI XOM LỖ CHỌN THẾ ĐẤT MÙN	VIVOSSPK02_R095	VIVOSSPK02_R051
NHỮNG GIÁ TRỊ LÂU ĐỜI SẼ KHÔNG BAO GIỜ LỖI THỜI	VIVOSSPK02_T047	VIVOSSPK02_R052
CÓ LẼ CHÚNG TƯỞNG LẦM ANH ƠN LẤY CỦI NÉM CHỐNG LẠI CHÚNG	VIVOSSPK02_R178	VIVOSSPK02_R053
VÀ THẾ LÀ MÂU THUẪN BẮT ĐẦU NHEN NHÓM	VIVOSSPK02_R135	VIVOSSPK02_R054
KHIẾN NHU CẦU DẦU SƯỞI ẤM GIA TĂNG	VIVOSSPK02_R133	VIVOSSPK02_R055
CHA CỦA SUNG MIN VĨNH VIỄN KHÔNG CÒN ĐƯỢC ÔM ANH VÀO LÒNG	VIVOSSPK02_R034	VIVOSSPK02_R056
CŨNG VẪN CHƯA ĐƯỢC QUYẾT ĐỊNH	VIVOSSPK02_R124	VIVOSSPK02_R057
CHO PHÉP CON GẤU PHẢN ỨNG LẠI NHỮNG CÚ THỌC LÉC	VIVOSSPK02_R185	VIVOSSPK02_R058
HỌ MANG MỘT TẤM SÉC RA CHƠI TIẾP	VIVOSSPK02_R133	VIVOSSPK02_R059
PHƯƠNG THỨC ĐỂ THỰC HIỆN ĐƯỢC ĐIỀU ĐÓ	VIVOSSPK02_R082	VIVOSSPK02_R060
KẺ KHÓC NGƯỜI CƯỜI BỎ LẠI SÂN KHẤU TRỐNG HUƠ TRỐNG HOÁC	VIVOSSPK02_R102	VIVOSSPK02_R061
RỒI VÚT NGƯỢC LÊN TRỜI CAO KHI NHỮNG CƠN GIÓ LẶNG ĐI	VIVOSSPK02_R078	VIVOSSPK02_R063
ĐIỀU ĐÓ CÓ NGHĨA LÀ BẠN PHẢI BIẾT TỰ CHĂM SÓC BẢN THÂN	VIVOSSPK02_R115	VIVOSSPK02_R064
MÁ NÓI NHIỀU NGUYÊN NHÂN LẮM NHƯNG TÔI CŨNG KHÔNG NHỚ HẾT	VIVOSSPK02_R161	VIVOSSPK02_R065
CHÚNG TÔI SẼ THÔNG TIN ĐẦY ĐỦ VỀ DIỄN BIẾN VỤ KIỆN	VIVOSSPK02_R077	VIVOSSPK02_R066
NHỮNG CƠN LỐC ĐANG TIẾN DẦN LÊN KHU VỰC ĐÔNG BẮC MỸ	VIVOSSPK02_T044	VIVOSSPK02_R067
SAO LÂU KHÔNG THẤY ĐẾN NHÀ BẢO KẸT CÔNG VIỆC	VIVOSSPK02_T008	VIVOSSPK02_R069
MỖI DÂN TỘC LẠI CÓ NHỮNG PHONG TỤC TẾT MANG ĐẶC TRƯNG RIÊNG	VIVOSSPK02_R007	VIVOSSPK02_R070
NHỮNG CÚ KHẺ TRÊN CÁC NGÓN TAY BẰNG CHIẾC THƯỚC	VIVOSSPK02_R074	VIVOSSPK02_R071
LÀM RA BỘ DỚ DẨN	VIVOSSPK02_R080	VIVOSSPK02_R072
BỨC TRANH MÀU NƯỚC TUYỆT VỜI CỦA QUÁCH PHONG	VIVOSSPK02_R002	VIVOSSPK02_R073
MÀ CHẲNG CÓ LẤY MỘT NGUYÊN NHÂN NÀO CẢ	VIVOSSPK02_T016	VIVOSSPK02_R074
GẶP NHÓM KHẮC NGHIỆT LÀ ĐỦ CHUYỆN CHÈN ÉP GIÈM PHA RỒI KHINH KHI	VIVOSSPK02_R140	VIVOSSPK02_R075
NHỮNG NGƯỜI ĐÃ VÀ ĐANG ĐƯỢC ÔNG BIỀN NÂNG NIU VÀ TRÂN TRỌNG	VIVOSSPK02_R102	VIVOSSPK02_R077
BIỂN HIỆN NGUYÊN DÁNG MỘT CON SƯ TỬ NẰM THƯỠN DÀI TRÊN MẶT BIỂN	VIVOSSPK02_R055	VIVOSSPK02_R078
CHỈ CHE BẰNG CHIẾC LÔNG ĐÀ ĐIỂU	VIVOSSPK02_R044	VIVOSSPK02_R079
VÀ TÔI ĐÃ THUYẾT PHỤC ANH RẰNG	VIVOSSPK02_R015	VIVOSSPK02_R080
BẠN LUÔN TỎ RA LỊCH SỰ VỚI MỌI NGƯỜI	VIVOSSPK02_R079	VIVOSSPK02_R081
THƯỜNG VANG LÊN QUA CÁC LOA PHÓNG THANH	VIVOSSPK02_R083	VIVOSSPK02_R082
MỘT LƯỢNG LỚN TÀI LIỆU CUNG CẤP CHO THÍ SINH	VIVOSSPK02_T040	VIVOSSPK02_R083
ĐỂ CÓ THỂ GHI ĐƯỢC NHIỀU ĐIỂM HƠN	VIVOSSPK02_R147	VIVOSSPK02_R084
MỘT MÁI TÓC DÀI QUÁ KHỔ NHƯ CỦA XIA	VIVOSSPK02_R166	VIVOSSPK02_R085
BỞI CHÚNG LUÔN LUÔN DỰA TRÊN NHỮNG GÌ MÀ CÔ ẤY ĐỌC ĐƯỢC	VIVOSSPK02_R102	VIVOSSPK02_R086
ÔNG BA MƯƠI NÀY MẤT MỘT CHÂN CHÍNH	VIVOSSPK02_R164	VIVOSSPK02_R087
ĐƯỢC MỜI TRIỂN LÃM Ở NƯỚC NGOÀI	VIVOSSPK02_R118	VIVOSSPK02_R088
BẠN KHÔNG THỂ ÉP NHÓM CỦA BẠN	VIVOSSPK02_R126	VIVOSSPK02_R089
CÒN ĐANG Ở TÌNH TRẠNG GIÃN CĂNG	VIVOSSPK02_T022	VIVOSSPK02_R091
HÃY LIÊN LẠC VỚI CÀNG NHIỀU NHÀ TUYỂN DỤNG CÀNG TỐT	VIVOSSPK02_R103	VIVOSSPK02_R092
BỆNH CẢNH CÓ THỂ BIỂU HIỆN CÁC TRIỆU CHỨNG	VIVOSSPK02_R058	VIVOSSPK02_R093
ĐỀ NGHỊ CÓ CÁC PHÓNG SỰ QUYẾT LIỆT HƠN	VIVOSSPK02_R016	VIVOSSPK02_R094
ĐIỀU ĐÓ KHÔNG CÓ NGHĨA LÀ BẠN GIŨ BỎ MỌI CHUYỆN	VIVOSSPK02_R051	VIVOSSPK02_R095
XƯƠNG SỐNG CỦA CHÚNG TIẾP TỤC CONG VÒNG DÙ CÓ ĐEO NẸP SAU LƯNG	VIVOSSPK02_T022	VIVOSSPK02_R096
NẾU GÂY RA HẬU QUẢ CŨNG PHẢI BỒI THƯỜNG CHO DÂN	VIVOSSPK02_R160	VIVOSSPK02_R097
CŨNG KHÔNG THỂ NGĂN CÔ TRỞ VỀ QUÊ HƯƠNG SAU KHÓA HỌC	VIVOSSPK02_R106	VIVOSSPK02_R098
VỚI NHỮNG NGÓN TAY CÓ MÀNG CỦA NHỎ	VIVOSSPK02_R025	VIVOSSPK02_R099
NGƯỜI TA GIỚI THIỆU VỚI TÔI	VIVOSSPK02_R018	VIVOSSPK02_R100
TRÊN DÒNG SÔNG UỐN LƯỢN QUANH CHÙA	VIVOSSPK02_R063	VIVOSSPK02_R101
ĐAU TĂNG KHI ĐI LẠI NHIỀU VÀ GIẢM KHI NGHỈ NGƠI	VIVOSSPK02_T022	VIVOSSPK02_R102
ĐÔI MẮT XẾCH CỦA HẮN MỞ HẾT CỠ	VIVOSSPK02_T033	VIVOSSPK02_R103
HÔM NAY CHỈ CẦN THỦ HÒA LÀ TRÂM SẼ CÓ MẶT TRONG TRẬN CHUNG KẾT	VIVOSSPK02_R096	VIVOSSPK02_R104
THÌ TẤT CẢ MỌI NGƯỜI ĐỀU SẴN SÀNG ỨNG CỨU	VIVOSSPK02_T050	VIVOSSPK02_R106
NGÓN ĐỜN CỦA ÔNG TRẦM BỔNG LUYẾN LÁY	VIVOSSPK02_R055	VIVOSSPK02_R107
NHƯNG NGỦ QUÁ NHIỀU SẼ KHIẾN BẠN TRỞ NÊN BƠ PHỜ	VIVOSSPK02_R131	VIVOSSPK02_R108
ỐNG QUYỂN KHUỲNH VÀO TRONG HAY NGƯỢC LẠI	VIVOSSPK02_R182	VIVOSSPK02_R110
CÓ THỂ LÀM DỊU CƠN ĐAU	VIVOSSPK02_R131	VIVOSSPK02_R112
BẠN ĐẶT RA MỤC TIÊU ĐỂ ĐẠT ĐƯỢC ĐIỀU TỐT NHẤT	VIVOSSPK02_R098	VIVOSSPK02_R113
KINH NGHIỆM KIẾM SỐNG TRÊN HÈ PHỐ	VIVOSSPK02_R001	VIVOSSPK02_R114
Ở NHA TRANG ĐỂ THEO DÕI THỬ NGHIỆM	VIVOSSPK02_T001	VIVOSSPK02_R115
NẾU THIẾU NGỦ BẠN SẼ THẤY MỆT MỎI	VIVOSSPK02_T041	VIVOSSPK02_R116
MÁU TAI PHỌT RA TƯỞNG KHÔNG BAO GIỜ CÒN ĐƯỢC Ở CHUNG VỚI NGOẠI	VIVOSSPK02_R078	VIVOSSPK02_R117
LÊN TẤM THÂN CÒM CÕI CỦA MÌNH	VIVOSSPK02_R122	VIVOSSPK02_R118
SAU KHI ĐI GIẦY DA NHỌN MŨI MÕM NGÓE QUÁ CHẬT	VIVOSSPK02_R193	VIVOSSPK02_R119
LÀ CỦA NHỮNG GƯƠNG MẶT SÁNG TÁC NỮ ĐẦY TRIỂN VỌNG	VIVOSSPK02_R031	VIVOSSPK02_R120
KHÔNG PHẢI VÌ LÒNG HAM MUỐN ĐỐNG TÀI SẢN ĐÓ	VIVOSSPK02_R103	VIVOSSPK02_R121
ĐÔNG ĐẢO LẮM NGƯỜI ĐI XEM HỘI TƯỜM TƯỢP	VIVOSSPK02_R072	VIVOSSPK02_R122
LÀ MỘT Ý TƯỞNG KHÁ LẠ	VIVOSSPK02_R061	VIVOSSPK02_R123
KHI BẠN CỐ GẮNG ĐỂ THAY ĐỔI NHỮNG NGƯỜI KHÁC	VIVOSSPK02_R129	VIVOSSPK02_R124
GIỜ LÀ LÚC TÔI PHẢI NGHIỀN NGẪM CHO RA MỘT CÁCH CHƠI HỢP LÝ	VIVOSSPK02_T033	VIVOSSPK02_R125
ĐỂ VẬT THỂ BÊN NGOÀI MẮT DÙ GẦN HAY XA	VIVOSSPK02_R121	VIVOSSPK02_R126
KHỎI DIỄN CŨNG GIỐNG Y CHANG THÁM TỬ THỨ THIỆT	VIVOSSPK02_R190	VIVOSSPK02_R127
THẾ NHƯNG VỀ CƠ BẢN CHÚNG TA ĐANG ĐỨNG NGOÀI CÁC CÔNG ĐOẠN NÀY	VIVOSSPK02_R186	VIVOSSPK02_R128
CÙNG NHIỀU CHI TIẾT CHỨC NĂNG HỖ TRỢ KHÁC	VIVOSSPK02_R159	VIVOSSPK02_R129
CỐ GẮNG THỰC HIỆN ĐÚNG ĐẠO LÀM QUAN THEO SÁCH THÁNH HIỀN	VIVOSSPK02_R161	VIVOSSPK02_R131
LÀ CÁNH CỬA BẰNG TÔN ĐÓNG IM ỈM	VIVOSSPK02_R086	VIVOSSPK02_R132
CẢ MỘT BỨC TRANH HOÀNH TRÁNG	VIVOSSPK02_R007	VIVOSSPK02_R133
MÀ HẠO LƠ ĐỄNH ĐỂ DÒNG NGƯỜI CUỐN CÔ ĐI	VIVOSSPK02_R173	VIVOSSPK02_R134
CÁC NHÀ ĐẦU TƯ CHEN NHAU NGỒI BỆT CẢ DƯỚI SÀN	VIVOSSPK02_R116	VIVOSSPK02_R135
THẰNG KIA NÍCH ĐỒ VÀO NHẢY PHÓT LÊN NGỰA VỌT ĐI BIỆT	VIVOSSPK02_R169	VIVOSSPK02_R136
MẸ ANH ĐANG ỐM NẶNG	VIVOSSPK02_R135	VIVOSSPK02_R137
CHÚNG TÔI SẼ KHÔNG CHÚ TRỌNG ĐẾN VẤN ĐỀ ĐƯỢC HAY THUA	VIVOSSPK02_R041	VIVOSSPK02_R138
CHƯA KỊP TRẤN TĨNH THÌ ĐÃ NGHE CÁI GIỌNG LẢNH LÓT ẤY	VIVOSSPK02_T019	VIVOSSPK02_R139
RỒI NHÌN NGÓ CÁC CÔ ĐÀO TRẺ ĐẸP	VIVOSSPK02_R191	VIVOSSPK02_R140
LÀ BỊ VƯỚNG MỘT CĂN BỆNH ÁC TÍNH	VIVOSSPK02_R158	VIVOSSPK02_R141
BẤT CỨ THAY ĐỔI NÀO Ở THƯỢNG VIỆN	VIVOSSPK02_R064	VIVOSSPK02_R142
ĐỨC LÀ ÔNG NGOÁO ỘP	VIVOSSPK02_T026	VIVOSSPK02_R144
TỪ ĐÂY NHÌN VỀ LÀNG CHỈ THẤY LŨY TRE PHƠ PHẤT	VIVOSSPK02_R198	VIVOSSPK02_R145
ANH SẼ LÀM LUÔN CÔNG TÁC DÂN VẬN	VIVOSSPK02_R020	VIVOSSPK02_R146
GIỮA MỘT BÃI HOA CÚC ĐẠI ĐÓA HÀNG TRĂM CHẬU	VIVOSSPK02_R189	VIVOSSPK02_R147
NGHỆ SỸ ƯU TÚ ANH DŨNG NGAY TRONG CẢNH ĐẦU VỞ KỊCH	VIVOSSPK02_R176	VIVOSSPK02_R148
NÊN VỚI THÔNG TIN NÀY	VIVOSSPK02_R176	VIVOSSPK02_R149
PHẢI QUA RẤT NHIỀU NÚI ĐÁ	VIVOSSPK02_R163	VIVOSSPK02_R150
CHẲNG AI LÀM ĂN NHOE NHOÉT NHƯ CÁI ÔNG THẦU NÀY	VIVOSSPK02_R161	VIVOSSPK02_R152
LÀ NỬA MÉT ĐẤT TRỞ LÊN VÀ NÉN THẬT CHẶT	VIVOSSPK02_T009	VIVOSSPK02_R153
MỌI NGƯỜI GỌI EM BÉ TÓC TÉM LÀ CHÂN MỀM	VIVOSSPK02_R060	VIVOSSPK02_R154
CÓ MẶT TẠI XÃ ĐIỆN PHONG	VIVOSSPK02_T038	VIVOSSPK02_R155
THẰNG TRƯỜNG ĐI CHƠI NỬA ĐÊM MỚI MÒ	VIVOSSPK02_R125	VIVOSSPK02_R157
TỪ CẢNG CÁ LÝ SƠN VÀO ĐẤT LIỀN	VIVOSSPK02_T049	VIVOSSPK02_R158
BỌN NHÓC TRONG XÓM ĐẶT CHO CHÚNG TÔI BIỆT DANH BỘ BA SO LE	VIVOSSPK02_R057	VIVOSSPK02_R159
TÔI LUÔN CỐ TRÁNH NHỮNG NƠI CAO NẾU CÓ THỂ	VIVOSSPK02_R115	VIVOSSPK02_R160
HÃY THỬ MỘT LẦN PHU XƯỚNG PHỤ TÙY	VIVOSSPK02_R018	VIVOSSPK02_R161
THÌ LẬT ĐẬT BIỂU VỢ LO ĐI MUA CON VẠC ĐỒNG	VIVOSSPK02_R059	VIVOSSPK02_R162
KIỂU NỬA KÍN NỬA HỞ	VIVOSSPK02_T039	VIVOSSPK02_R163
ĐỂ CÓ THỂ TIẾP TỤC HỌC TẬP	VIVOSSPK02_T044	VIVOSSPK02_R164
MỘT VỊ QUAN NGỒI SAU TRỐNG	VIVOSSPK02_R131	VIVOSSPK02_R165
VÕ VĂN THÀNH THỰC HIỆN	VIVOSSPK02_R051	VIVOSSPK02_R166
CHỊ THANH TUYỀN CHO BIẾT	VIVOSSPK02_R014	VIVOSSPK02_R167
MỞ RỘNG PHẠM VI AN TOÀN	VIVOSSPK02_R093	VIVOSSPK02_R168
HIỆN TRẠNG NHƯ PHẦN ĐẦU ĐÃ NÊU	VIVOSSPK02_R148	VIVOSSPK02_R169
VÀ BÂY GIỜ TÔI ĐANG NGỒI GÕ LẠCH XẠCH	VIVOSSPK02_T041	VIVOSSPK02_R170
CÁC BẠN TRƯỜNG CHUYÊN BẠCH LIÊU GỌI HƯNG LÀ CON RÁI CÁ HỒ HÓC LỞ	VIVOSSPK02_R178	VIVOSSPK02_R171
HÃY NGHE CHONG CHÓNG GIÓ ĐỂ THẤY NHỮNG ƯỚC MƠ NGÀY BÉ THƠ	VIVOSSPK02_T017	VIVOSSPK02_R172
GIỜ RA CHƠI CỦA CON TÔI	VIVOSSPK02_R022	VIVOSSPK02_R173
ÁO XỐNG ƯỚT NHẸP NHƯNG VẪN LÀM TRÒ	VIVOSSPK02_T005	VIVOSSPK02_R174
ĂN Ở CÓ NHÂN CÓ NGHĨA	VIVOSSPK02_R115	VIVOSSPK02_R175
KẾT QUẢ ĐIỀU TRỊ CỦA PHƯƠNG PHÁP THUYÊN TẮC MẠCH	VIVOSSPK02_R064	VIVOSSPK02_R176
CHÚNG TÔI CHẠY XE MÁY TRÊN CON ĐƯỜNG VÒNG VÈO NHƯ RẮN LƯỢN	VIVOSSPK02_T039	VIVOSSPK02_R178
MÌNH SỐNG VÔ TƯ ĐẾN HÔM NAY VỢ PHẢI LO TOAN TÍNH MỖI NGÀY	VIVOSSPK02_R147	VIVOSSPK02_R179
VÀ ĐONG ĐƯA THEO GIÓ TRONG KHI ĐÁM BẠN CHƠI ĐÁ BANH	VIVOSSPK02_R135	VIVOSSPK02_R181
TÔI ĐÃ PHẢI TẬP LUYỆN CẬT LỰC	VIVOSSPK02_R155	VIVOSSPK02_R182
ĐÃ GÂY HÀO HỨNG TRÊN THỊ TRƯỜNG CHỨNG KHOÁN CHÂU Á	VIVOSSPK02_R176	VIVOSSPK02_R183
MÀ NHIỀU LÚC VẪN KHÔNG GỌI ĐƯỢC	VIVOSSPK02_R041	VIVOSSPK02_R184
TÔI TIN RẰNG TÌNH THƯƠNG SỰ CẢM THÔNG	VIVOSSPK02_R149	VIVOSSPK02_R185
BƯỚC VÀO MỘT MỐI TÌNH	VIVOSSPK02_R165	VIVOSSPK02_R186
VỪA NGÓ LƠ KHÁCH QUA ĐƯỜNG	VIVOSSPK02_R116	VIVOSSPK02_R187
MỘT BÁO CÁO TRÊN TẠP CHÍ KHOA HỌC CHO RẰNG	VIVOSSPK02_T001	VIVOSSPK02_R188
GHI LẠI CẢNH PHẢN CÔNG CỦA MỘT TOÁN NGƯỜI BỊ BAO VÂY	VIVOSSPK02_T040	VIVOSSPK02_R189
MẸ BỎ NHÀ ĐI LÀM THUÊ RỒI KHÔNG THẤY VỀ NỮA	VIVOSSPK02_R116	VIVOSSPK02_R190
